"","team_1","year","match_type","gender","n.x","n.y","n"
"1","Afghanistan","2009","ODI","male",1,NA,NA
"2","Afghanistan","2010","T20","male",2,NA,NA
"3","Afghanistan","2012","T20","male",3,NA,NA
"4","Afghanistan","2013","T20","male",2,NA,NA
"5","Afghanistan","2014","ODI","male",4,6,10
"6","Afghanistan","2014","T20","male",2,1,3
"7","Afghanistan","2015","ODI","male",5,5,10
"8","Afghanistan","2015","T20","male",6,3,9
"9","Afghanistan","2016","T20","male",10,2,12
"10","Afghanistan","2017","ODI","male",5,2,7
"11","Afghanistan","2017","T20","male",4,4,8
"12","Afghanistan","2018","ODI","male",5,4,9
"13","Afghanistan","2018","T20","male",4,1,5
"14","Afghanistan","2019","ODI","male",16,4,20
"15","Afghanistan","2019","T20","male",8,2,10
"16","Afghanistan","2019","Test","male",2,1,3
"17","Afghanistan","2020","T20","male",3,NA,NA
"18","Afghanistan","2021","ODI","male",2,1,3
"19","Afghanistan","2021","T20","male",7,1,8
"20","Afghanistan","2021","Test","male",2,NA,NA
"21","Afghanistan","2022","ODI","male",8,4,12
"22","Afghanistan","2022","T20","male",11,7,18
"23","Afghanistan","2023","ODI","male",9,11,20
"24","Afghanistan","2023","T20","male",6,7,13
"25","Africa XI","2005","ODI","male",2,NA,NA
"26","Africa XI","2007","ODI","male",3,NA,NA
"27","Argentina","2021","T20","female",1,NA,NA
"28","Argentina","2021","T20","male",3,1,4
"29","Argentina","2023","T20","female",1,5,6
"30","Argentina","2023","T20","male",3,3,6
"31","Australia","2002","Test","male",1,NA,NA
"32","Australia","2003","ODI","male",13,14,27
"33","Australia","2003","Test","female",1,NA,NA
"34","Australia","2003","Test","male",3,3,6
"35","Australia","2004","ODI","male",13,9,22
"36","Australia","2004","Test","male",4,3,7
"37","Australia","2005","ODI","male",9,6,15
"38","Australia","2005","Test","female",1,NA,NA
"39","Australia","2005","Test","male",2,2,4
"40","Australia","2006","ODI","male",13,8,21
"41","Australia","2006","T20","male",1,1,2
"42","Australia","2006","Test","male",3,3,6
"43","Australia","2007","ODI","male",14,11,25
"44","Australia","2007","T20","male",7,1,8
"45","Australia","2007","Test","male",2,NA,NA
"46","Australia","2008","ODI","male",6,5,11
"47","Australia","2008","Test","female",1,NA,NA
"48","Australia","2008","Test","male",3,7,10
"49","Australia","2009","ODI","male",12,18,30
"50","Australia","2009","T20","male",3,3,6
"51","Australia","2009","Test","female",1,NA,NA
"52","Australia","2009","Test","male",2,8,10
"53","Australia","2010","ODI","male",5,12,17
"54","Australia","2010","T20","female",2,1,3
"55","Australia","2010","T20","male",10,3,13
"56","Australia","2010","Test","male",5,4,9
"57","Australia","2011","ODI","male",8,12,20
"58","Australia","2011","Test","male",2,3,5
"59","Australia","2012","ODI","female",2,NA,NA
"60","Australia","2012","ODI","male",5,10,15
"61","Australia","2012","T20","female",2,NA,NA
"62","Australia","2012","T20","male",7,2,9
"63","Australia","2012","Test","male",4,3,7
"64","Australia","2013","ODI","female",3,3,6
"65","Australia","2013","ODI","male",7,11,18
"66","Australia","2013","T20","male",2,3,5
"67","Australia","2013","Test","male",2,9,11
"68","Australia","2014","ODI","female",7,NA,NA
"69","Australia","2014","ODI","male",6,NA,NA
"70","Australia","2014","T20","female",8,NA,NA
"71","Australia","2014","T20","male",6,3,9
"72","Australia","2014","Test","male",2,3,5
"73","Australia","2015","ODI","male",4,7,11
"74","Australia","2015","Test","male",3,7,10
"75","Australia","2016","ODI","female",4,3,7
"76","Australia","2016","ODI","male",8,14,22
"77","Australia","2016","T20","female",6,1,7
"78","Australia","2016","T20","male",3,5,8
"79","Australia","2016","Test","male",3,3,6
"80","Australia","2017","ODI","female",7,6,13
"81","Australia","2017","ODI","male",7,5,12
"82","Australia","2017","T20","female",2,2,4
"83","Australia","2017","T20","male",2,1,3
"84","Australia","2018","ODI","female",3,2,5
"85","Australia","2018","ODI","male",4,3,7
"86","Australia","2018","T20","female",7,10,17
"87","Australia","2018","T20","male",1,6,7
"88","Australia","2018","Test","male",3,3,6
"89","Australia","2019","ODI","female",7,4,11
"90","Australia","2019","ODI","male",16,7,23
"91","Australia","2019","T20","female",3,6,9
"92","Australia","2019","T20","male",6,2,8
"93","Australia","2019","Test","male",7,5,12
"94","Australia","2020","ODI","female",1,2,3
"95","Australia","2020","ODI","male",2,9,11
"96","Australia","2020","T20","female",13,1,14
"97","Australia","2020","T20","male",3,6,9
"98","Australia","2020","Test","male",2,1,3
"99","Australia","2021","ODI","female",3,3,6
"100","Australia","2021","ODI","male",2,1,3
"101","Australia","2021","T20","female",3,3,6
"102","Australia","2021","T20","male",7,15,22
"103","Australia","2021","Test","male",3,2,5
"104","Australia","2022","ODI","female",5,7,12
"105","Australia","2022","ODI","male",9,8,17
"106","Australia","2022","T20","female",7,9,16
"107","Australia","2022","T20","male",9,12,21
"108","Australia","2022","Test","female",1,NA,NA
"109","Australia","2022","Test","male",7,4,11
"110","Australia","2023","ODI","female",5,8,13
"111","Australia","2023","ODI","male",10,12,22
"112","Australia","2023","T20","female",6,8,14
"113","Australia","2023","T20","male",2,6,8
"114","Australia","2023","Test","female",2,NA,NA
"115","Australia","2023","Test","male",10,3,13
"116","Austria","2020","T20","female",1,4,5
"117","Austria","2021","T20","male",2,1,3
"118","Austria","2022","T20","male",7,5,12
"119","Austria","2023","T20","male",5,2,7
"120","Bahamas","2021","T20","male",2,2,4
"121","Bahamas","2023","T20","male",1,3,4
"122","Bahrain","2020","T20","male",1,1,2
"123","Bahrain","2021","T20","male",2,1,3
"124","Bahrain","2022","T20","female",4,4,8
"125","Bahrain","2022","T20","male",10,10,20
"126","Bahrain","2023","T20","female",1,3,4
"127","Bahrain","2023","T20","male",8,5,13
"128","Bangladesh","2003","ODI","male",8,6,14
"129","Bangladesh","2003","Test","male",3,1,4
"130","Bangladesh","2004","ODI","male",4,6,10
"131","Bangladesh","2004","Test","male",1,1,2
"132","Bangladesh","2005","ODI","male",4,4,8
"133","Bangladesh","2005","Test","male",2,1,3
"134","Bangladesh","2006","ODI","male",11,3,14
"135","Bangladesh","2006","Test","male",3,NA,NA
"136","Bangladesh","2007","ODI","male",9,7,16
"137","Bangladesh","2007","T20","male",4,3,7
"138","Bangladesh","2007","Test","male",3,2,5
"139","Bangladesh","2008","ODI","male",8,9,17
"140","Bangladesh","2008","Test","male",2,4,6
"141","Bangladesh","2009","ODI","male",8,8,16
"142","Bangladesh","2009","T20","male",2,1,3
"143","Bangladesh","2010","ODI","male",15,7,22
"144","Bangladesh","2010","T20","male",1,2,3
"145","Bangladesh","2010","Test","male",4,3,7
"146","Bangladesh","2011","ODI","male",15,2,17
"147","Bangladesh","2011","T20","male",2,NA,NA
"148","Bangladesh","2011","Test","male",4,NA,NA
"149","Bangladesh","2012","ODI","male",9,NA,NA
"150","Bangladesh","2012","T20","male",1,3,4
"151","Bangladesh","2012","Test","male",2,NA,NA
"152","Bangladesh","2013","ODI","male",3,5,8
"153","Bangladesh","2013","T20","male",1,2,3
"154","Bangladesh","2013","Test","male",2,1,3
"155","Bangladesh","2014","ODI","male",15,3,18
"156","Bangladesh","2014","T20","male",9,1,10
"157","Bangladesh","2014","Test","male",5,2,7
"158","Bangladesh","2015","ODI","male",13,2,15
"159","Bangladesh","2015","T20","female",1,2,3
"160","Bangladesh","2015","T20","male",5,NA,NA
"161","Bangladesh","2015","Test","male",5,NA,NA
"162","Bangladesh","2016","ODI","male",6,3,9
"163","Bangladesh","2016","T20","female",3,2,5
"164","Bangladesh","2016","T20","male",13,3,16
"165","Bangladesh","2016","Test","male",2,NA,NA
"166","Bangladesh","2017","ODI","female",5,1,6
"167","Bangladesh","2017","ODI","male",5,7,12
"168","Bangladesh","2017","Test","male",2,6,8
"169","Bangladesh","2018","ODI","female",3,2,5
"170","Bangladesh","2018","ODI","male",11,6,17
"171","Bangladesh","2018","T20","female",5,14,19
"172","Bangladesh","2018","T20","male",10,5,15
"173","Bangladesh","2018","Test","male",5,2,7
"174","Bangladesh","2019","ODI","male",8,10,18
"175","Bangladesh","2019","T20","female",5,3,8
"176","Bangladesh","2019","T20","male",4,3,7
"177","Bangladesh","2019","Test","male",1,4,5
"178","Bangladesh","2020","ODI","male",3,NA,NA
"179","Bangladesh","2020","T20","female",3,1,4
"180","Bangladesh","2020","T20","male",2,2,4
"181","Bangladesh","2020","Test","male",1,1,2
"182","Bangladesh","2021","ODI","male",6,6,12
"183","Bangladesh","2021","T20","male",14,13,27
"184","Bangladesh","2021","Test","male",3,4,7
"185","Bangladesh","2022","ODI","female",5,5,10
"186","Bangladesh","2022","ODI","male",8,7,15
"187","Bangladesh","2022","T20","female",7,10,17
"188","Bangladesh","2022","T20","male",13,8,21
"189","Bangladesh","2022","Test","male",4,6,10
"190","Bangladesh","2023","ODI","female",6,5,11
"191","Bangladesh","2023","ODI","male",17,15,32
"192","Bangladesh","2023","T20","female",10,8,18
"193","Bangladesh","2023","T20","male",7,7,14
"194","Bangladesh","2023","Test","male",3,1,4
"195","Barbados","2022","T20","female",2,1,3
"196","Belgium","2020","T20","male",3,NA,NA
"197","Belgium","2021","T20","male",3,2,5
"198","Belgium","2022","T20","male",2,3,5
"199","Belgium","2023","T20","male",2,NA,NA
"200","Belize","2021","T20","male",3,2,5
"201","Bermuda","2006","ODI","male",3,NA,NA
"202","Bermuda","2007","ODI","male",4,4,8
"203","Bermuda","2008","T20","male",1,NA,NA
"204","Bermuda","2019","T20","male",10,1,11
"205","Bermuda","2021","T20","male",1,2,3
"206","Bermuda","2023","T20","male",6,5,11
"207","Bhutan","2019","T20","male",1,1,2
"208","Bhutan","2021","T20","female",2,3,5
"209","Bhutan","2022","T20","female",2,2,4
"210","Bhutan","2022","T20","male",4,2,6
"211","Bhutan","2023","T20","female",3,1,4
"212","Bhutan","2023","T20","male",3,1,4
"213","Botswana","2018","T20","female",3,1,4
"214","Botswana","2019","T20","male",2,5,7
"215","Botswana","2021","T20","female",5,1,6
"216","Botswana","2021","T20","male",2,2,4
"217","Botswana","2022","T20","female",2,1,3
"218","Botswana","2022","T20","male",7,2,9
"219","Botswana","2023","T20","female",6,2,8
"220","Botswana","2023","T20","male",5,2,7
"221","Brazil","2022","T20","female",2,2,4
"222","Brazil","2023","T20","female",2,4,6
"223","Bulgaria","2021","T20","male",4,2,6
"224","Bulgaria","2022","T20","male",6,11,17
"225","Bulgaria","2023","T20","male",1,2,3
"226","Cambodia","2023","T20","female",3,1,4
"227","Cambodia","2023","T20","male",3,3,6
"228","Cameroon","2021","T20","female",1,NA,NA
"229","Cameroon","2021","T20","male",2,2,4
"230","Cameroon","2022","T20","male",4,2,6
"231","Cameroon","2023","T20","female",4,1,5
"232","Canada","2003","ODI","male",5,1,6
"233","Canada","2006","ODI","male",1,2,3
"234","Canada","2007","ODI","male",2,4,6
"235","Canada","2008","ODI","male",1,NA,NA
"236","Canada","2009","ODI","male",2,NA,NA
"237","Canada","2010","ODI","male",2,NA,NA
"238","Canada","2011","ODI","male",4,4,8
"239","Canada","2013","ODI","male",3,NA,NA
"240","Canada","2013","T20","male",3,NA,NA
"241","Canada","2014","ODI","male",1,1,2
"242","Canada","2019","T20","male",9,2,11
"243","Canada","2021","T20","female",2,NA,NA
"244","Canada","2021","T20","male",3,1,4
"245","Canada","2022","T20","male",7,5,12
"246","Canada","2023","ODI","male",3,1,4
"247","Canada","2023","T20","female",4,2,6
"248","Canada","2023","T20","male",4,1,5
"249","Cayman Islands","2019","T20","male",2,4,6
"250","Cayman Islands","2023","T20","male",2,6,8
"251","China","2019","T20","female",7,2,9
"252","China","2023","T20","female",2,2,4
"253","China","2023","T20","male",2,2,4
"254","Cook Islands","2022","T20","male",1,4,5
"255","Cook Islands","2023","T20","female",1,4,5
"256","Croatia","2022","T20","male",3,2,5
"257","Croatia","2023","T20","male",4,1,5
"258","Cyprus","2021","T20","male",3,2,5
"259","Cyprus","2022","T20","male",4,1,5
"260","Czech Republic","2021","T20","male",2,4,6
"261","Czech Republic","2022","T20","male",6,8,14
"262","Czech Republic","2023","T20","male",1,1,2
"263","Denmark","2019","T20","male",4,2,6
"264","Denmark","2021","T20","male",4,4,8
"265","Denmark","2022","T20","male",5,2,7
"266","Denmark","2023","T20","female",2,NA,NA
"267","Denmark","2023","T20","male",4,6,10
"268","England","2003","ODI","male",11,13,24
"269","England","2003","Test","male",4,4,8
"270","England","2004","ODI","male",10,6,16
"271","England","2004","Test","male",2,1,3
"272","England","2005","ODI","male",5,10,15
"273","England","2005","T20","male",1,NA,NA
"274","England","2006","ODI","male",11,8,19
"275","England","2006","T20","male",2,NA,NA
"276","England","2006","Test","female",1,NA,NA
"277","England","2006","Test","male",6,5,11
"278","England","2007","ODI","male",18,7,25
"279","England","2007","T20","male",5,2,7
"280","England","2007","Test","male",6,3,9
"281","England","2008","ODI","male",10,10,20
"282","England","2008","T20","male",1,2,3
"283","England","2008","Test","male",7,5,12
"284","England","2009","ODI","female",2,NA,NA
"285","England","2009","ODI","male",11,11,22
"286","England","2009","T20","female",2,NA,NA
"287","England","2009","T20","male",6,3,9
"288","England","2009","Test","male",7,7,14
"289","England","2010","ODI","male",13,3,16
"290","England","2010","T20","male",7,2,9
"291","England","2010","Test","male",6,6,12
"292","England","2011","ODI","male",14,12,26
"293","England","2011","T20","female",1,1,2
"294","England","2011","T20","male",4,1,5
"295","England","2011","Test","female",1,NA,NA
"296","England","2011","Test","male",7,NA,NA
"297","England","2012","ODI","female",4,NA,NA
"298","England","2012","ODI","male",13,NA,NA
"299","England","2012","T20","female",9,4,13
"300","England","2012","T20","male",6,3,9
"301","England","2012","Test","male",7,5,12
"302","England","2013","ODI","female",7,2,9
"303","England","2013","ODI","male",12,9,21
"304","England","2013","T20","female",5,NA,NA
"305","England","2013","T20","male",4,3,7
"306","England","2013","Test","female",1,NA,NA
"307","England","2013","Test","male",7,5,12
"308","England","2014","ODI","female",2,1,3
"309","England","2014","ODI","male",9,11,20
"310","England","2014","T20","female",4,2,6
"311","England","2014","T20","male",6,5,11
"312","England","2014","Test","female",1,NA,NA
"313","England","2014","Test","male",7,NA,NA
"314","England","2015","ODI","female",3,NA,NA
"315","England","2015","ODI","male",16,4,20
"316","England","2015","T20","female",3,NA,NA
"317","England","2015","T20","male",2,NA,NA
"318","England","2015","Test","female",1,NA,NA
"319","England","2015","Test","male",8,4,12
"320","England","2016","ODI","female",3,4,7
"321","England","2016","ODI","male",10,8,18
"322","England","2016","T20","female",5,5,10
"323","England","2016","T20","male",7,3,10
"324","England","2016","Test","male",7,10,17
"325","England","2017","ODI","female",9,2,11
"326","England","2017","ODI","male",11,9,20
"327","England","2017","T20","female",2,1,3
"328","England","2017","T20","male",3,4,7
"329","England","2017","Test","female",1,NA,NA
"330","England","2017","Test","male",7,2,9
"331","England","2018","ODI","female",6,2,8
"332","England","2018","ODI","male",7,8,15
"333","England","2018","T20","female",7,8,15
"334","England","2018","T20","male",6,2,8
"335","England","2018","Test","male",7,3,10
"336","England","2019","ODI","female",9,6,15
"337","England","2019","ODI","male",15,6,21
"338","England","2019","T20","female",7,6,13
"339","England","2019","T20","male",1,8,9
"340","England","2019","Test","female",1,NA,NA
"341","England","2019","Test","male",6,6,12
"342","England","2020","ODI","male",3,6,9
"343","England","2020","T20","female",10,3,13
"344","England","2020","T20","male",3,9,12
"345","England","2020","Test","male",4,5,9
"346","England","2021","ODI","female",6,5,11
"347","England","2021","ODI","male",1,8,9
"348","England","2021","T20","female",4,5,9
"349","England","2021","T20","male",5,12,17
"350","England","2021","Test","female",1,NA,NA
"351","England","2021","Test","male",7,8,15
"352","England","2022","ODI","female",11,10,21
"353","England","2022","ODI","male",6,6,12
"354","England","2022","T20","female",9,9,18
"355","England","2022","T20","male",12,15,27
"356","England","2022","Test","male",6,9,15
"357","England","2023","ODI","female",2,4,6
"358","England","2023","ODI","male",16,8,24
"359","England","2023","T20","female",9,5,14
"360","England","2023","T20","male",7,5,12
"361","England","2023","Test","male",4,4,8
"362","Estonia","2021","T20","male",4,1,5
"363","Estonia","2022","T20","male",1,2,3
"364","Estonia","2023","T20","male",1,1,2
"365","Eswatini","2021","T20","female",1,4,5
"366","Eswatini","2022","T20","male",1,4,5
"367","Fiji","2019","T20","female",3,NA,NA
"368","Fiji","2022","T20","male",2,3,5
"369","Fiji","2023","T20","female",4,NA,NA
"370","Finland","2021","T20","male",2,2,4
"371","Finland","2022","T20","male",4,4,8
"372","Finland","2023","T20","male",2,2,4
"373","France","2021","T20","female",6,1,7
"374","France","2021","T20","male",1,3,4
"375","France","2022","T20","male",3,1,4
"376","France","2023","T20","female",8,2,10
"377","France","2023","T20","male",7,2,9
"378","Gambia","2022","T20","male",4,2,6
"379","Germany","2019","T20","female",2,NA,NA
"380","Germany","2019","T20","male",3,2,5
"381","Germany","2020","T20","female",4,5,9
"382","Germany","2021","T20","female",3,4,7
"383","Germany","2021","T20","male",5,9,14
"384","Germany","2022","T20","female",1,2,3
"385","Germany","2022","T20","male",6,7,13
"386","Germany","2023","T20","female",1,3,4
"387","Germany","2023","T20","male",2,10,12
"388","Ghana","2019","T20","male",3,1,4
"389","Ghana","2021","T20","male",2,7,9
"390","Ghana","2022","T20","male",7,1,8
"391","Ghana","2023","T20","male",4,5,9
"392","Gibraltar","2019","T20","male",1,2,3
"393","Gibraltar","2021","T20","male",3,3,6
"394","Gibraltar","2022","T20","male",7,3,10
"395","Gibraltar","2023","T20","male",9,6,15
"396","Greece","2021","T20","male",1,2,3
"397","Greece","2023","T20","female",3,1,4
"398","Guernsey","2019","T20","male",5,NA,NA
"399","Guernsey","2022","T20","male",5,5,10
"400","Guernsey","2023","T20","male",2,1,3
"401","Hong Kong","2008","ODI","male",1,1,2
"402","Hong Kong","2014","ODI","male",1,NA,NA
"403","Hong Kong","2014","T20","male",2,2,4
"404","Hong Kong","2015","T20","male",5,2,7
"405","Hong Kong","2016","ODI","male",3,2,5
"406","Hong Kong","2016","T20","male",6,3,9
"407","Hong Kong","2017","ODI","male",2,NA,NA
"408","Hong Kong","2017","T20","male",2,NA,NA
"409","Hong Kong","2019","T20","female",4,4,8
"410","Hong Kong","2019","T20","male",8,2,10
"411","Hong Kong","2020","T20","male",3,6,9
"412","Hong Kong","2021","T20","female",2,2,4
"413","Hong Kong","2022","T20","female",6,7,13
"414","Hong Kong","2022","T20","male",3,7,10
"415","Hong Kong","2023","T20","female",4,13,17
"416","Hong Kong","2023","T20","male",8,7,15
"417","Hungary","2021","T20","male",1,3,4
"418","Hungary","2022","T20","male",4,5,9
"419","Hungary","2023","T20","male",2,2,4
"420","India","2003","ODI","male",15,6,21
"421","India","2004","ODI","male",14,9,23
"422","India","2004","Test","male",2,5,7
"423","India","2005","ODI","male",6,6,12
"424","India","2005","Test","male",1,1,2
"425","India","2006","ODI","male",12,14,26
"426","India","2006","Test","male",4,6,10
"427","India","2007","ODI","male",22,13,35
"428","India","2007","T20","male",4,3,7
"429","India","2007","Test","male",6,3,9
"430","India","2008","ODI","female",1,1,2
"431","India","2008","ODI","male",11,10,21
"432","India","2008","Test","male",9,3,12
"433","India","2009","ODI","male",14,16,30
"434","India","2009","T20","female",1,NA,NA
"435","India","2009","T20","male",5,5,10
"436","India","2009","Test","male",3,3,6
"437","India","2010","ODI","male",13,3,16
"438","India","2010","T20","male",2,3,5
"439","India","2010","Test","male",7,6,13
"440","India","2011","ODI","male",18,16,34
"441","India","2011","T20","male",1,3,4
"442","India","2011","Test","male",3,8,11
"443","India","2012","ODI","male",6,6,12
"444","India","2012","T20","male",7,5,12
"445","India","2012","Test","male",6,1,7
"446","India","2013","ODI","female",3,NA,NA
"447","India","2013","ODI","male",23,8,31
"448","India","2013","T20","male",1,NA,NA
"449","India","2013","Test","male",6,2,8
"450","India","2014","ODI","male",10,14,24
"451","India","2014","T20","male",4,3,7
"452","India","2015","ODI","female",2,NA,NA
"453","India","2015","ODI","male",9,5,14
"454","India","2015","T20","male",2,NA,NA
"455","India","2015","Test","male",4,3,7
"456","India","2016","ODI","male",5,3,8
"457","India","2016","T20","female",5,NA,NA
"458","India","2016","T20","male",14,1,15
"459","India","2016","Test","male",8,4,12
"460","India","2017","ODI","female",11,8,19
"461","India","2017","ODI","male",14,12,26
"462","India","2017","T20","male",8,5,13
"463","India","2017","Test","male",8,1,9
"464","India","2018","ODI","female",5,2,7
"465","India","2018","ODI","male",6,8,14
"466","India","2018","T20","female",13,9,22
"467","India","2018","T20","male",9,8,17
"468","India","2018","Test","male",5,7,12
"469","India","2019","ODI","female",6,5,11
"470","India","2019","ODI","male",13,15,28
"471","India","2019","T20","female",7,8,15
"472","India","2019","T20","male",12,4,16
"473","India","2019","Test","male",5,3,8
"474","India","2020","ODI","male",4,3,7
"475","India","2020","T20","female",2,8,10
"476","India","2020","T20","male",3,7,10
"477","India","2020","Test","male",1,3,4
"478","India","2021","ODI","female",8,3,11
"479","India","2021","ODI","male",4,2,6
"480","India","2021","T20","female",6,3,9
"481","India","2021","T20","male",11,5,16
"482","India","2021","Test","female",1,1,2
"483","India","2021","Test","male",8,6,14
"484","India","2022","ODI","female",11,7,18
"485","India","2022","ODI","male",11,13,24
"486","India","2022","T20","female",13,12,25
"487","India","2022","T20","male",27,13,40
"488","India","2022","Test","male",6,1,7
"489","India","2023","ODI","female",2,3,5
"490","India","2023","ODI","male",19,16,35
"491","India","2023","T20","female",10,9,19
"492","India","2023","T20","male",13,10,23
"493","India","2023","Test","female",1,1,2
"494","India","2023","Test","male",3,5,8
"495","Indonesia","2019","T20","female",2,1,3
"496","Indonesia","2022","T20","male",2,4,6
"497","Indonesia","2023","T20","female",1,4,5
"498","Indonesia","2023","T20","male",6,6,12
"499","Iran","2020","T20","male",1,NA,NA
"500","Ireland","2006","ODI","male",1,NA,NA
"501","Ireland","2007","ODI","male",8,4,12
"502","Ireland","2008","ODI","male",3,NA,NA
"503","Ireland","2008","T20","male",1,NA,NA
"504","Ireland","2009","ODI","male",2,NA,NA
"505","Ireland","2009","T20","male",3,2,5
"506","Ireland","2010","ODI","male",3,2,5
"507","Ireland","2011","ODI","male",6,3,9
"508","Ireland","2012","ODI","male",2,NA,NA
"509","Ireland","2012","T20","male",2,1,3
"510","Ireland","2013","ODI","female",2,NA,NA
"511","Ireland","2013","ODI","male",4,1,5
"512","Ireland","2013","T20","female",2,NA,NA
"513","Ireland","2014","ODI","male",3,2,5
"514","Ireland","2014","T20","female",2,NA,NA
"515","Ireland","2015","ODI","male",6,1,7
"516","Ireland","2015","T20","female",3,1,4
"517","Ireland","2015","T20","male",4,1,5
"518","Ireland","2016","ODI","female",1,NA,NA
